Nenner,AVG #Terms,MIN #Terms,MAX #Terms,MIN longest Denominator,MAX longest Denominator,Time
7802,32,2,7801,23406,60863402,12
7803,32,2,7802,15606,60879006,12
7804,32,2,7803,23412,60894612,12
7805,32,2,7804,15610,60910220,12
7806,32,2,7805,39030,60925830,14
7807,32,2,7806,15614,60941442,9
7808,32,2,7807,23424,60957056,12
7809,32,2,7808,15618,60972672,12
7810,32,2,7809,23430,60988290,14
7811,32,2,7810,15622,61003910,9
7812,33,2,7811,39060,61019532,16
7813,32,2,7812,15626,61035156,10
7814,32,2,7813,23442,61050782,11
7815,32,2,7814,15630,61066410,13
7816,32,3,7815,23448,61082040,11
7817,31,2,7816,15634,61097672,9
7818,32,2,7817,39090,61113306,14
7819,32,2,7818,15638,61128942,10
7820,33,2,7819,23460,61144580,15
7821,32,2,7820,15642,61160220,12
7822,32,3,7821,23466,61175862,11
7823,31,2,7822,15646,61191506,9
7824,32,2,7823,39120,61207152,14
7825,32,2,7824,15650,61222800,10
7826,32,2,7825,23478,61238450,14
7827,32,2,7826,15654,61254102,11
7828,32,3,7827,23484,61269756,12
7829,31,2,7828,15658,61285412,9
7830,33,2,7829,54810,61301070,16
7831,32,2,7830,15662,61316730,9
7832,32,2,7831,23496,61332392,13
7833,32,2,7832,15666,61348056,12
7834,32,2,7833,23502,61363722,11
7835,32,2,7834,15670,61379390,10
7836,32,2,7835,39180,61395060,14
7837,32,2,7836,15674,61410732,10
7838,32,2,7837,23514,61426406,11
7839,32,2,7838,15678,61442082,12
7840,33,3,7839,23520,61457760,15
7841,31,2,7840,15682,61473440,9
7842,32,2,7841,39210,61489122,14
7843,32,2,7842,15686,61504806,10
7844,32,2,7843,23532,61520492,12
7845,32,2,7844,15690,61536180,13
7846,32,2,7845,23538,61551870,11
7847,32,2,7846,15694,61567562,11
7848,32,2,7847,39240,61583256,14
7849,32,2,7848,15698,61598952,9
7850,32,2,7849,23550,61614650,13
7851,32,2,7850,15702,61630350,11
7852,32,3,7851,23556,61646052,12
7853,31,2,7852,15706,61661756,9
7854,33,2,7853,39270,61677462,17
7855,32,2,7854,15710,61693170,10
7856,32,2,7855,23568,61708880,12
7857,32,2,7856,15714,61724592,11
7858,32,2,7857,23574,61740306,11
7859,32,2,7858,15718,61756022,9
7860,33,2,7859,55020,61771740,16
7861,32,2,7860,15722,61787460,10
7862,32,2,7861,23586,61803182,11
7863,32,2,7862,15726,61818906,11
7864,32,2,7863,23592,61834632,12
7865,32,2,7864,15730,61850360,12
7866,33,3,7865,39330,61866090,15
7867,31,2,7866,15734,61881822,9
7868,32,2,7867,23604,61897556,13
7869,32,2,7868,15738,61913292,11
7870,32,2,7869,23610,61929030,13
7871,32,2,7870,15742,61944770,10
7872,32,3,7871,39360,61960512,14
7873,31,2,7872,15746,61976256,9
7874,32,2,7873,23622,61992002,12
7875,33,2,7874,15750,62007750,14
7876,32,3,7875,23628,62023500,12
7877,31,2,7876,15754,62039252,9
7878,32,3,7877,39390,62055006,15
7879,31,2,7878,15758,62070762,9
7880,32,2,7879,23640,62086520,13
7881,32,2,7880,15762,62102280,11
7882,32,3,7881,23646,62118042,13
7883,31,2,7882,15766,62133806,9
7884,32,2,7883,39420,62149572,14
7885,32,2,7884,15770,62165340,11
7886,32,2,7885,23658,62181110,11
7887,32,2,7886,15774,62196882,12
7888,32,2,7887,23664,62212656,13
7889,32,2,7888,15778,62228432,11
7890,32,2,7889,55230,62244210,16
7891,32,2,7890,15782,62259990,10
7892,32,2,7891,23676,62275772,12
7893,32,2,7892,15786,62291556,11
7894,32,2,7893,23682,62307342,11
7895,32,2,7894,15790,62323130,11
7896,33,2,7895,39480,62338920,16
7897,32,2,7896,15794,62354712,9
7898,32,2,7897,23694,62370506,12
7899,32,2,7898,15798,62386302,11
7900,32,3,7899,23700,62402100,13
7901,31,2,7900,15802,62417900,9
7902,32,2,7901,39510,62433702,14
7903,32,2,7902,15806,62449506,10
7904,32,2,7903,23712,62465312,13
7905,33,2,7904,15810,62481120,14
7906,32,3,7905,23718,62496930,12
7907,31,2,7906,15814,62512742,9
7908,32,2,7907,39540,62528556,14
7909,32,2,7908,15818,62544372,10
7910,32,2,7909,23730,62560190,15
7911,32,2,7910,15822,62576010,11
7912,32,2,7911,23736,62591832,12
7913,32,2,7912,15826,62607656,9
7914,32,2,7913,39570,62623482,14
7915,32,2,7914,15830,62639310,11
7916,32,2,7915,23748,62655140,12
7917,33,2,7916,15834,62670972,14
7918,32,3,7917,23754,62686806,12
7919,31,2,7918,15838,62702642,9
7920,33,2,7919,55440,62718480,18
7921,31,2,7920,15842,62734320,9
7922,32,2,7921,23766,62750162,12
7923,32,2,7922,15846,62766006,12
7924,32,2,7923,23772,62781852,13
7925,32,2,7924,15850,62797700,11
7926,32,3,7925,39630,62813550,14
7927,31,2,7926,15854,62829402,9
7928,32,2,7927,23784,62845256,12
7929,32,2,7928,15858,62861112,11
7930,33,2,7929,23790,62876970,14
7931,32,2,7930,15862,62892830,11
7932,32,3,7931,39660,62908692,14
7933,31,2,7932,15866,62924556,9
7934,32,2,7933,23802,62940422,11
7935,32,2,7934,15870,62956290,13
7936,32,3,7935,23808,62972160,12
7937,31,2,7936,15874,62988032,9
7938,33,2,7937,39690,63003906,16
7939,32,2,7938,15878,63019782,10
7940,32,2,7939,23820,63035660,14
7941,32,2,7940,15882,63051540,11
7942,32,2,7941,23826,63067422,13
7943,32,2,7942,15886,63083306,10
7944,32,2,7943,39720,63099192,14
7945,32,2,7944,15890,63115080,12
7946,32,2,7945,23838,63130970,12
7947,32,2,7946,15894,63146862,11
7948,32,3,7947,23844,63162756,12
7949,31,2,7948,15898,63178652,9
7950,33,3,7949,55650,63194550,16
7951,31,2,7950,15902,63210450,9
7952,32,2,7951,23856,63226352,13
7953,32,2,7952,15906,63242256,12
7954,32,2,7953,23862,63258162,12
7955,32,2,7954,15910,63274070,11
7956,33,2,7955,39780,63289980,16
7957,32,2,7956,15914,63305892,9
7958,32,2,7957,23874,63321806,12
7959,32,2,7958,15918,63337722,12
7960,32,2,7959,23880,63353640,14
7961,32,2,7960,15922,63369560,10
7962,32,3,7961,39810,63385482,14
7963,31,2,7962,15926,63401406,9
7964,32,2,7963,23892,63417332,13
7965,32,2,7964,15930,63433260,13
7966,32,2,7965,23898,63449190,13
7967,32,2,7966,15934,63465122,10
7968,32,2,7967,39840,63481056,14
7969,32,2,7968,15938,63496992,10
7970,32,2,7969,23910,63512930,13
7971,32,2,7970,15942,63528870,11
7972,32,2,7971,23916,63544812,12
7973,32,2,7972,15946,63560756,11
7974,32,2,7973,39870,63576702,14
7975,32,2,7974,15950,63592650,12
7976,32,2,7975,23928,63608600,12
7977,32,2,7976,15954,63624552,11
7978,32,2,7977,23934,63640506,11
7979,32,2,7978,15958,63656462,9
7980,33,2,7979,87780,63672420,19
7981,32,2,7980,15962,63688380,10
7982,32,2,7981,23946,63704342,12
7983,32,2,7982,15966,63720306,11
7984,32,2,7983,23952,63736272,12
7985,32,2,7984,15970,63752240,11
7986,32,2,7985,39930,63768210,15
7987,32,2,7986,15974,63784182,10
7988,32,2,7987,23964,63800156,12
7989,32,2,7988,15978,63816132,11
7990,33,2,7989,23970,63832110,14
7991,32,2,7990,15982,63848090,9
7992,33,3,7991,39960,63864072,15
7993,31,2,7992,15986,63880056,9
7994,32,2,7993,23982,63896042,13
7995,33,2,7994,15990,63912030,14
7996,32,2,7995,23988,63928020,12
7997,32,2,7996,15994,63944012,10
7998,32,2,7997,39990,63960006,15
7999,32,2,7998,15998,63976002,10
8000,32,2,7999,24000,63992000,14
